idx,parent_device_id,product_type,air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],target
2749,6487,H,300.6,309.8,1541,36.2,166,normal
2750,17526,H,302.59,312.2,1411,53.73,244,failure
2751,19235,L,299.05,309.18,1455,42.52,208,failure
2752,17283,L,302.14,310.09,1307,57.94,198,failure
2753,17442,L,302.22,310.8,1362,44.1,71,failure
2754,7964,L,300.9,312.1,1423,40.2,63,normal
2755,11118,L,301.38,311.46,1366,58.05,203,failure
2756,18556,L,303.33,311.66,1312,58.7,219,failure
2757,69,L,298.9,309.0,1410,65.7,191,failure
2758,4852,L,303.7,312.2,1619,34.9,92,normal
2759,18256,L,302.36,310.67,1444,42.06,209,failure
2760,14557,L,297.47,308.41,1373,54.77,215,failure
2761,6455,L,300.7,310.1,1565,40.2,81,normal
2762,16437,L,299.64,311.02,1375,55.16,214,failure
2763,575,M,297.9,309.9,1410,55.4,188,normal
2764,4269,L,302.6,311.0,1610,39.2,152,normal
2765,17344,L,302.46,310.49,1337,48.75,148,failure
2766,441,H,297.5,308.5,1393,46.6,56,normal
2767,2772,L,299.9,309.4,1467,41.2,20,normal
2768,9697,M,298.8,309.8,1413,45.5,64,normal
2769,1008,L,296.2,307.1,1441,41.7,3,normal
2770,9437,M,298.1,308.7,1527,43.0,56,normal
2771,18334,L,300.41,310.41,2703,10.36,132,failure
2772,14049,L,300.28,310.77,1376,51.42,213,failure
2773,1431,M,298.9,309.9,1404,41.4,20,normal
2774,5805,M,301.4,310.9,1557,39.3,174,normal
2775,15655,L,298.14,308.21,1421,63.7,19,failure
2776,10161,M,303.67,311.95,2663,11.38,71,failure
2777,14292,L,299.06,309.13,1410,65.34,192,failure
2778,13340,H,303.25,311.51,1330,51.73,68,failure
2779,6262,L,301.0,310.6,1641,33.4,12,normal
2780,1822,L,298.1,307.6,1488,39.4,157,normal
2781,8369,L,298.8,309.7,1953,20.6,25,normal
2782,8684,L,297.2,308.5,1588,40.4,190,normal
2783,16566,L,302.65,312.35,1465,50.42,251,failure
2784,1172,L,297.1,308.1,1446,36.6,227,normal
2785,7152,L,300.2,309.9,1566,36.4,170,normal
2786,3029,L,300.4,309.5,1525,51.3,4,normal
2787,15304,L,302.01,310.7,1376,47.34,211,failure
2788,3067,L,300.1,309.2,1533,37.0,101,normal
2789,10623,L,301.62,310.12,1270,63.42,20,failure
2790,12359,L,301.88,310.38,1367,47.94,80,failure
2791,18545,L,299.08,308.81,1329,53.66,206,failure
2792,15740,L,299.59,310.71,2576,12.56,76,failure
2793,4816,L,303.4,312.0,1521,35.9,215,failure
2794,12612,H,299.16,310.06,1438,45.86,47,failure
2795,10104,L,302.2,310.34,1307,57.99,82,failure
2796,13115,L,297.95,308.88,1405,59.27,63,failure
2797,16626,H,301.89,310.85,1278,61.5,17,failure
2798,19139,L,303.57,312.3,1365,54.64,202,failure
2799,11432,L,302.26,311.88,1256,71.43,129,failure
2800,2581,L,299.2,309.1,1345,60.7,191,failure
2801,2232,L,299.5,308.6,1672,30.5,177,normal
2802,5043,L,304.1,313.2,1468,39.4,148,normal
2803,4227,L,302.2,310.8,1383,46.9,45,normal
2804,17681,H,302.09,310.84,1277,59.91,19,failure
2805,6165,L,300.9,310.7,1523,35.8,205,normal
2806,9941,L,298.4,308.1,1395,44.0,92,normal
2807,18749,L,299.74,310.38,1332,58.39,191,failure
2808,15381,L,301.95,309.9,1309,56.22,195,failure
2809,4662,H,303.3,311.2,1607,31.7,34,normal
2810,16693,L,302.32,311.93,1522,37.01,214,failure
2811,10423,H,303.44,311.91,1371,54.52,113,failure
2812,5444,L,303.0,312.7,2024,19.9,102,normal
2813,13191,M,297.78,308.58,1472,58.84,185,failure
2814,1475,M,298.4,309.5,1519,35.4,133,normal
2815,4872,L,303.7,312.4,1316,59.3,137,normal
2816,18254,L,298.28,308.59,1429,38.25,220,failure
2817,7689,L,300.6,311.7,1432,39.2,2,normal
2818,5929,L,300.3,310.2,1471,45.2,48,normal
2819,10397,L,300.59,310.27,1649,30.41,212,failure
2820,5714,L,302.2,311.8,1618,36.0,158,normal
2821,774,L,296.8,307.9,1448,48.8,31,normal
2822,12750,H,301.49,310.64,1414,52.49,237,failure
2823,8310,L,298.7,309.9,1465,39.7,72,normal
2824,5384,M,302.9,312.4,1421,46.0,206,normal
2825,3762,M,302.3,311.0,1526,37.7,171,normal
2826,2479,L,299.0,308.5,1604,34.7,159,normal
2827,17066,L,302.94,310.84,1359,50.59,61,failure
2828,3680,L,302.2,311.5,1744,31.2,172,normal
2829,16746,L,302.69,310.56,1261,67.82,196,failure
2830,12939,L,303.09,311.42,1260,64.58,202,failure
2831,11667,M,300.26,310.57,1392,62.11,62,failure
2832,6282,M,301.3,310.8,1418,45.4,59,normal
2833,837,L,296.6,307.4,1465,47.8,187,normal
2834,16127,L,302.48,310.91,1334,54.53,201,failure
2835,19042,L,299.06,309.15,1268,65.36,190,failure
2836,9371,L,297.7,308.4,1289,51.3,82,normal
2837,1142,L,296.9,307.9,1423,43.9,149,normal
2838,2117,H,299.4,308.9,1762,29.3,91,normal
2839,2613,M,299.3,309.1,1571,38.3,59,normal
2840,536,L,297.4,309.3,1759,24.8,81,normal
2841,10550,L,302.54,310.7,1335,56.22,176,failure
2842,18639,H,302.34,310.91,1366,48.76,129,failure
2843,9634,L,299.1,310.2,1425,52.7,154,normal
2844,4951,L,303.8,312.7,1596,36.6,134,normal
2845,14997,L,299.35,308.95,1293,63.7,213,failure
2846,13857,L,303.0,311.18,1360,47.28,106,failure
2847,4868,L,303.6,312.4,1418,46.0,128,normal
2848,9284,L,298.2,308.9,1683,31.7,74,normal
2849,13097,M,296.33,307.18,1248,71.97,98,failure
2850,8254,M,299.0,310.4,1625,37.1,131,normal
2851,13784,H,297.18,308.12,1549,35.58,206,failure
2852,4195,L,302.5,311.0,1548,38.4,188,normal
2853,6109,M,300.8,310.9,1514,38.7,66,normal
2854,10291,L,302.56,310.94,1367,54.39,148,failure
2855,1927,H,298.0,307.8,1314,47.8,19,normal
2856,4879,H,303.7,312.5,1520,35.6,154,normal
2857,12551,L,298.34,308.52,1404,56.0,217,failure
2858,6210,L,300.8,310.5,1434,44.5,89,normal
2859,764,L,296.8,307.9,1337,56.5,5,normal
2860,8235,M,299.2,310.6,1443,50.9,85,normal
2861,420,M,297.3,308.3,1301,39.6,5,normal
2862,14605,L,302.3,310.9,1378,49.22,33,failure
2863,1359,L,298.7,310.2,1404,50.3,54,normal
2864,7655,L,300.4,311.5,1596,32.5,154,normal
2865,2882,L,300.6,309.6,1684,32.8,53,normal
2866,10818,L,302.35,310.81,1359,46.26,67,failure
2867,3565,M,301.8,310.7,1420,52.0,88,normal
2868,760,L,296.7,307.8,1505,39.4,236,normal
2869,747,L,296.8,308.1,1356,48.3,201,normal
2870,16708,L,301.58,311.29,1363,60.15,205,failure
2871,10598,L,300.06,310.36,2711,10.0,134,failure
2872,3363,L,301.4,310.6,1555,43.3,212,normal
2873,898,L,295.6,306.2,1446,49.9,133,normal
2874,10917,L,298.69,309.77,2618,12.11,101,failure
2875,9134,L,297.7,308.7,1449,40.2,95,normal
2876,14147,L,299.92,310.09,2504,13.22,156,failure
2877,18032,H,300.39,309.9,1395,46.32,210,failure
2878,9955,M,298.2,307.9,1462,38.8,124,normal
2879,11124,L,297.41,308.04,1331,72.98,157,failure
2880,17010,L,302.37,310.5,1374,49.75,163,failure
2881,12476,L,301.93,310.93,1313,69.21,46,failure
2882,14700,L,302.59,310.46,1324,58.88,53,failure
2883,12875,L,298.31,309.03,1354,53.69,208,failure
2884,1514,M,298.1,308.8,1628,37.6,12,normal
2885,3471,L,301.8,310.7,1441,49.3,58,normal
2886,17368,L,299.42,308.95,1312,69.94,59,failure
2887,816,L,296.8,307.6,1434,48.3,138,normal
2888,3386,H,301.5,310.8,1474,38.7,58,normal
2889,2150,H,299.3,308.8,1636,35.5,180,normal
2890,15011,L,302.21,310.51,1325,59.85,88,failure
2891,692,L,297.7,309.1,1479,42.1,58,normal
2892,18144,L,300.91,310.73,1320,54.54,229,failure
2893,18411,M,301.88,310.75,1701,30.42,221,failure
2894,2513,L,299.0,308.7,1583,32.5,25,normal
2895,1887,M,297.9,307.5,1642,32.4,126,normal
2896,9098,L,297.3,308.1,1468,49.8,0,normal
2897,17167,L,297.97,308.84,2566,12.75,115,failure
2898,13368,L,301.29,310.89,1369,53.2,200,failure
2899,986,H,296.4,307.1,1638,32.5,146,normal
2900,8767,L,297.5,308.6,1380,53.5,192,normal
2901,18299,L,301.53,309.77,1343,62.4,109,failure
2902,9239,H,298.2,308.8,1436,51.9,153,normal
2903,16870,L,301.39,309.92,1259,63.98,19,failure
2904,7430,M,300.0,311.4,1384,46.1,7,normal
2905,2623,M,299.6,309.4,1283,62.1,83,normal
2906,3724,M,302.3,311.2,1507,47.7,70,normal
2907,7221,H,299.7,309.6,1433,49.6,129,normal
2908,15027,L,301.59,311.38,1337,63.23,191,failure
2909,14105,L,298.11,308.45,1365,52.47,218,failure
2910,15113,L,303.31,311.72,1223,66.53,151,failure
2911,5802,L,301.4,310.8,1490,38.0,168,normal
2912,1908,L,297.9,307.6,1977,20.2,182,normal
2913,10275,L,301.25,310.8,1399,54.2,212,failure
2914,15057,L,299.89,309.17,1313,61.97,67,failure
2915,11311,H,300.4,309.9,1395,46.28,210,failure
2916,15404,L,299.75,309.21,1329,53.62,205,failure
2917,14732,L,300.07,310.0,1297,63.63,208,failure
2918,13246,L,299.11,309.48,1339,60.13,204,failure
2919,19239,L,302.0,310.34,1376,53.64,122,failure
2920,2651,L,299.9,309.5,2008,20.4,165,normal
2921,10264,L,303.06,311.3,1335,53.0,168,failure
2922,9943,M,298.3,308.0,1766,26.0,96,normal
2923,17854,L,302.73,310.55,1350,42.31,9,failure
2924,9093,M,297.3,308.1,1709,30.6,196,normal
2925,11744,L,302.4,310.69,1362,54.49,154,failure
2926,5594,L,302.6,311.9,1598,35.5,69,normal
2927,17448,L,303.31,311.53,1308,53.19,86,failure
2928,12065,L,301.81,310.87,2679,12.08,28,failure
2929,3541,L,301.8,310.8,1546,43.4,29,normal
2930,8018,L,301.0,311.9,1889,23.5,198,normal
2931,934,M,295.5,306.0,1326,50.8,18,normal
2932,8343,H,298.8,309.8,1437,48.2,164,normal
2933,14648,L,302.34,310.84,1329,53.69,201,failure
2934,1702,L,298.0,307.7,1430,47.3,49,normal
2935,14932,L,300.92,310.39,1379,56.79,204,failure
2936,5578,L,302.5,312.2,1574,38.7,30,normal
2937,18846,L,298.0,308.21,1364,53.28,217,failure
2938,8539,L,298.5,309.4,1517,40.2,45,normal
2939,18439,M,300.63,311.26,1696,29.38,216,failure
2940,2501,M,299.1,308.9,1476,42.7,225,normal
2941,12169,L,299.4,309.17,1867,23.64,222,failure
2942,16542,L,297.23,308.12,1430,49.18,210,failure
2943,1849,L,297.7,307.2,1668,32.7,31,normal
2944,11305,L,298.04,308.23,1262,68.57,89,failure
2945,17985,L,300.74,310.87,1461,49.68,241,failure
2946,5840,M,301.3,311.1,1581,30.9,31,normal
2947,13613,M,300.7,309.66,1998,19.77,203,failure
2948,7675,L,300.5,311.6,1447,45.4,204,normal
2949,156,M,298.4,308.1,1495,46.0,203,normal
2950,2719,L,299.5,309.2,1690,29.2,108,normal
2951,171,L,298.2,308.1,1462,50.8,27,normal
2952,5443,M,303.0,312.7,1426,46.8,99,normal
2953,6016,L,300.7,310.7,1425,45.3,48,normal
2954,2128,L,299.4,309.0,1800,24.3,128,normal
2955,2692,L,300.1,309.7,1641,30.4,41,normal
2956,7321,L,299.8,310.2,1911,23.5,166,normal
2957,12491,L,302.17,310.76,1359,48.89,40,failure
2958,10344,L,303.19,311.71,1377,43.05,34,failure
2959,3773,M,302.4,311.1,1887,22.4,197,normal
2960,5493,L,302.8,312.4,1376,57.1,8,normal
2961,3625,M,302.1,311.4,1467,43.4,33,normal
2962,4031,L,302.0,310.8,1447,42.7,229,normal
2963,12066,L,297.75,308.28,1366,51.96,218,failure
2964,555,M,297.4,309.4,1539,42.2,134,normal
2965,17810,L,301.92,310.87,1339,62.03,2,failure
2966,12383,L,298.87,308.87,1279,62.21,214,failure
2967,14156,L,301.42,310.03,1223,58.19,78,failure
2968,8119,L,300.3,311.7,1333,55.2,18,normal
2969,2925,M,300.7,309.6,1388,51.1,160,normal
2970,382,L,297.5,308.5,1335,48.0,131,normal
2971,14144,L,299.4,308.8,2555,12.91,171,failure
2972,18856,L,299.28,308.5,1316,65.1,63,failure
2973,9272,L,298.2,308.6,1353,54.1,38,normal
2974,14875,L,300.28,309.14,1361,56.94,172,failure
2975,3628,L,302.2,311.4,1609,32.1,41,normal
2976,11851,L,302.7,310.59,1359,44.34,10,failure
2977,18303,L,302.12,310.41,1352,47.27,165,failure
2978,19014,L,302.3,310.21,1367,51.12,13,failure
2979,6563,L,301.5,310.7,1942,20.5,155,normal
2980,2252,H,299.1,308.3,1451,42.8,21,normal
2981,1698,L,297.9,307.6,1481,38.0,40,normal
2982,716,H,297.4,308.6,1420,45.8,120,normal
2983,7365,L,299.6,310.1,2057,20.4,60,normal
2984,9452,M,298.0,308.7,1392,53.4,104,normal
2985,11353,L,297.4,308.2,1430,46.65,212,failure
2986,14671,L,301.4,310.41,2638,12.02,20,failure
2987,3605,L,301.7,310.7,1641,31.9,192,normal
2988,14332,L,302.14,310.92,1365,49.51,211,failure
2989,5864,M,301.4,311.0,1486,36.5,91,normal
2990,4128,L,301.9,310.4,1708,24.8,17,normal
2991,13974,L,302.45,311.55,1227,67.84,186,failure
2992,4736,L,303.2,311.5,1513,37.9,0,normal
2993,11623,H,303.53,311.67,1331,53.54,64,failure
2994,18624,L,302.99,311.06,1350,52.7,7,failure
2995,13294,L,299.65,310.18,1371,54.99,200,failure
2996,11561,L,302.11,310.53,1358,59.27,66,failure
2997,2758,M,299.7,309.2,1412,45.3,205,normal
2998,2819,L,300.2,309.5,1356,51.1,133,normal
2999,16900,L,298.0,308.24,1363,54.61,217,failure
3000,1131,L,296.8,307.9,1489,33.4,123,normal
3001,9519,L,299.0,310.1,1531,36.0,57,normal
3002,17104,L,301.76,310.26,1337,50.03,66,failure
3003,6743,L,301.7,311.2,1418,38.0,166,normal
3004,5576,H,302.4,312.0,1457,43.4,23,normal
3005,6192,L,301.0,310.9,1428,45.3,47,normal
3006,1059,M,296.7,307.9,1874,21.3,130,normal
3007,14647,L,298.93,309.2,1399,50.37,210,failure
3008,4818,M,303.6,312.1,1967,20.9,2,normal
3009,17279,L,300.26,311.28,1522,40.77,216,failure
3010,5049,H,304.0,313.1,1472,45.5,166,normal
3011,8951,L,297.3,308.1,1763,28.4,54,normal
3012,19157,L,302.4,310.38,1372,52.94,159,failure
3013,19274,L,303.44,311.84,1353,45.91,192,failure
3014,13478,L,300.05,309.68,1291,63.38,221,failure
3015,11011,H,297.11,308.02,1384,62.45,99,failure
3016,1104,L,296.6,307.4,1389,42.7,48,normal
3017,4373,M,301.9,309.7,1533,35.9,204,normal
3018,15558,L,301.85,311.1,1273,64.61,182,failure
3019,9054,M,297.3,308.4,1521,38.2,87,normal
3020,17587,L,299.26,308.5,1371,62.88,30,failure
3021,9845,L,298.3,309.1,1421,47.4,33,normal
3022,15562,M,299.64,309.29,1419,57.33,19,failure
3023,5908,M,300.8,310.3,1526,36.3,205,normal
3024,13995,L,300.19,309.41,1378,50.98,218,failure
3025,9313,L,298.5,309.4,1418,45.1,148,normal
3026,17713,M,301.44,311.09,1703,29.88,217,failure
3027,10989,H,302.24,310.2,1278,58.65,148,failure
3028,18988,L,303.54,311.84,1225,67.25,145,failure
3029,2592,L,298.9,308.6,1539,45.4,4,normal
3030,10717,H,299.55,309.73,1390,46.53,207,failure
3031,13287,L,301.03,310.57,1658,31.62,232,failure
3032,17616,L,300.82,310.83,1399,58.66,190,failure
3033,8470,L,298.7,309.9,1464,38.0,74,normal
3034,15900,L,301.9,310.0,1334,60.38,181,failure
3035,5185,L,304.0,313.0,2012,21.1,115,normal
3036,15019,H,300.54,310.46,2523,13.08,122,failure
3037,16953,L,298.13,309.33,1839,25.93,205,failure
3038,5849,M,301.4,311.2,1434,47.6,52,normal
3039,1028,L,296.3,307.4,1472,39.9,51,normal
3040,13188,L,302.12,311.26,1429,46.62,89,failure
3041,14970,L,299.32,309.03,1382,53.66,217,failure
3042,14510,H,301.74,310.45,1328,60.57,156,failure
3043,15698,L,302.14,311.81,1288,68.3,1,failure
3044,11763,H,301.72,310.53,1329,63.41,161,failure
3045,17267,L,300.72,310.07,1402,54.59,212,failure
3046,2050,M,299.5,309.3,1675,29.2,132,normal
3047,12470,M,300.31,309.46,1949,21.09,210,failure
3048,17059,L,302.54,310.74,1328,52.14,149,failure
3049,5296,H,303.8,313.2,1379,50.2,178,normal
3050,10309,L,298.54,310.15,1332,70.63,28,failure
3051,2465,L,298.9,308.6,1481,40.7,124,normal
3052,9251,M,298.2,309.1,1651,28.8,186,normal
3053,19087,L,301.04,310.96,1274,68.65,9,failure
3054,94,L,299.0,308.9,1622,31.9,42,normal
3055,1254,H,297.5,308.8,1430,49.4,2,normal
3056,3145,M,300.5,310.0,1415,43.5,98,normal
3057,2879,M,300.6,309.4,1367,63.2,45,failure
3058,904,H,295.7,306.2,1458,49.8,151,normal
3059,11528,H,302.13,310.66,1294,61.78,99,failure
3060,10658,L,301.25,310.88,1417,59.44,210,failure
3061,3296,M,301.2,310.3,1379,43.2,56,normal
3062,5659,M,302.3,311.5,1674,30.0,12,normal
3063,578,L,297.8,309.8,1533,36.8,198,normal
3064,17499,M,302.39,310.29,1352,48.08,6,failure
3065,18251,L,301.82,310.89,1338,64.52,197,failure
3066,14865,M,302.71,310.54,1389,47.84,105,failure
3067,4547,M,302.5,310.4,1451,53.6,194,normal
3068,1720,L,298.2,307.7,1459,44.5,89,normal
3069,16106,L,301.08,310.83,1366,53.82,201,failure
3070,19073,L,301.41,310.8,1440,43.78,208,failure
3071,15040,L,302.17,310.49,1356,49.86,39,failure
3072,467,L,297.2,308.5,2182,16.5,127,normal
3073,10306,L,299.22,310.27,1362,59.82,188,failure
3074,11039,L,301.51,310.48,1379,53.19,213,failure
3075,17594,L,298.5,309.77,1366,49.57,224,failure
3076,530,M,297.6,309.5,1709,32.2,65,normal
3077,14850,L,299.13,309.84,1459,56.46,207,failure
3078,4153,M,302.0,310.4,1212,55.6,79,failure
3079,18274,L,300.35,309.17,2347,14.07,191,failure
3080,11953,L,297.21,308.04,1385,54.96,202,failure
3081,3189,L,300.1,309.1,1551,33.7,214,normal
3082,18657,L,301.98,311.7,1336,57.61,188,failure
3083,7847,L,300.2,311.6,1322,50.9,215,normal
3084,884,L,295.8,306.4,1356,48.0,99,normal
3085,4784,L,303.9,312.6,1642,32.3,127,normal
3086,10006,L,302.43,310.86,1374,47.21,23,failure
3087,16649,L,298.61,308.52,2555,12.91,155,failure
3088,18229,L,300.35,310.53,1434,49.53,76,failure
3089,13624,L,302.42,310.71,1359,49.15,67,failure
3090,13211,H,301.99,311.36,1364,63.06,206,failure
3091,17050,M,299.56,309.03,2677,10.73,85,failure
3092,4998,M,303.6,312.8,1825,25.2,29,normal
3093,4163,L,302.1,310.5,1696,30.9,107,normal
3094,6468,L,300.5,309.8,1507,42.5,117,normal
3095,2360,H,299.2,308.4,1388,53.2,59,normal
3096,16445,L,299.24,308.95,1364,51.36,216,failure
3097,16456,L,299.81,309.27,1435,38.93,216,failure
3098,7586,L,300.4,311.1,1589,35.5,191,normal
3099,9973,L,298.5,308.2,1444,40.5,170,normal
3100,7535,L,300.0,311.2,1629,31.7,62,normal
3101,11560,L,302.38,310.21,1345,62.15,106,failure
3102,18610,L,302.12,310.62,1312,58.61,40,failure
3103,12424,L,302.62,311.29,1271,64.74,91,failure
3104,5073,M,304.0,313.0,1454,46.8,30,normal
3105,10635,L,300.32,311.28,1526,38.69,212,failure
3106,10202,L,303.05,311.45,1344,48.68,98,failure
3107,14830,L,298.7,308.35,1301,66.12,42,failure
3108,6549,H,301.3,310.6,1527,44.0,114,normal
3109,13982,L,302.68,312.38,1472,47.81,251,failure
3110,15577,H,300.7,311.89,1398,50.18,221,failure
3111,14606,H,302.36,310.76,1356,56.18,102,failure
3112,2654,L,299.9,309.5,1567,35.5,171,normal
3113,10151,L,299.26,309.35,2715,9.48,35,failure
3114,943,M,295.6,306.2,1477,45.0,40,normal
3115,4754,M,303.3,311.5,1384,54.8,48,normal
3116,2995,L,300.5,309.8,1550,37.4,148,normal
3117,16485,L,300.06,309.45,1968,21.08,202,failure
3118,12339,L,300.94,311.03,1368,56.24,205,failure
3119,2015,L,298.5,308.2,1301,66.3,42,failure
3120,12215,L,302.41,311.54,2681,11.89,29,failure
3121,867,H,295.9,306.5,1594,33.2,55,normal
3122,15155,L,298.77,308.95,1424,60.55,122,failure
3123,10000,L,302.9,310.86,1350,45.56,9,failure
3124,2865,H,300.7,309.7,1623,32.7,0,normal
3125,12911,L,302.28,310.45,1349,47.12,163,failure
3126,15880,L,299.7,309.5,1450,62.08,124,failure
3127,9075,L,297.3,308.1,1506,36.0,150,normal
3128,12831,L,299.83,309.58,1393,59.42,193,failure
3129,7275,L,300.2,310.3,1514,38.7,48,normal
3130,12579,L,301.57,310.74,1368,63.18,92,failure
3131,6871,L,301.0,311.3,1349,47.0,71,normal
3132,4831,L,303.5,312.0,1366,54.5,30,failure
3133,11828,L,297.68,308.27,2847,5.09,177,failure
3134,14252,L,302.74,311.05,1371,48.03,31,failure
3135,3303,L,301.2,310.4,1390,49.9,74,normal
3136,6450,L,300.6,310.2,1378,47.3,71,normal
3137,11795,L,302.92,311.64,1400,53.99,204,failure
3138,1136,L,296.9,307.8,1557,38.1,135,normal
3139,9827,M,298.3,309.3,1376,57.0,198,normal
3140,6525,L,301.1,310.4,1312,73.6,49,failure
3141,7748,L,300.4,311.7,1515,47.4,170,normal
3142,4799,L,303.5,312.5,1418,42.2,170,normal
3143,571,M,297.8,309.8,1676,29.0,178,normal
3144,360,M,297.5,308.3,1521,38.2,74,normal
3145,8444,M,298.6,309.9,1818,24.9,9,normal
3146,11566,L,299.21,308.78,1410,53.93,224,failure
3147,18336,L,296.7,306.91,1243,74.08,85,failure
3148,14449,L,303.05,311.13,1362,47.05,30,failure
3149,14179,H,302.19,310.66,1312,53.16,9,failure
3150,7931,L,300.7,311.7,1499,38.4,205,normal
3151,8389,L,298.8,309.9,1525,39.7,77,normal
3152,16664,L,297.95,308.65,1373,56.75,203,failure
3153,18563,L,299.76,309.28,1682,29.01,181,failure
3154,18951,L,298.98,309.08,1513,49.03,227,failure
3155,1111,H,296.5,307.4,1432,49.2,64,normal
3156,10967,L,300.7,311.81,1335,58.24,189,failure
3157,1685,L,297.9,307.3,1824,26.3,5,normal
3158,6464,M,300.5,309.9,1735,27.0,107,normal
3159,3672,L,302.3,311.6,1658,32.3,150,normal
3160,2292,L,299.6,308.9,1422,53.2,120,normal
3161,1321,L,298.9,310.2,1362,53.0,185,normal
3162,14272,L,298.63,309.16,1401,55.74,217,failure
3163,14306,L,299.96,310.48,1367,56.27,204,failure
3164,9700,M,298.9,309.8,1353,53.7,71,normal
3165,8431,H,298.9,310.1,1324,54.6,185,normal
3166,10484,M,302.4,310.3,1377,54.26,164,failure
3167,7855,M,300.3,311.8,1592,32.1,11,normal
3168,10776,H,300.53,310.22,1397,46.59,211,failure
3169,11962,L,300.92,310.01,1363,50.4,213,failure
3170,9063,L,297.2,308.3,1419,39.7,115,normal
3171,11284,L,302.29,312.05,1397,62.57,129,failure
3172,9125,L,297.4,308.5,1569,34.2,72,normal
3173,5032,M,304.0,313.1,1694,31.4,116,normal
3174,9425,M,298.1,308.6,1415,46.3,27,normal
3175,6267,L,300.8,310.4,1570,35.2,23,normal
3176,4914,M,303.5,312.3,1532,41.7,32,normal
3177,8040,L,300.8,311.9,1498,39.3,23,normal
3178,12878,L,298.64,309.86,1375,54.24,215,failure
3179,17990,L,298.88,310.11,1243,74.37,194,failure
3180,2255,L,299.1,308.3,1559,33.7,30,normal
3181,8645,M,297.6,308.6,1492,35.5,88,normal
3182,10353,L,300.18,310.29,1297,63.01,206,failure
3183,5658,M,302.2,311.4,1372,55.1,9,normal
3184,13214,L,299.84,310.0,1311,57.83,230,failure
3185,2964,L,300.7,309.5,1692,30.3,64,normal
3186,6823,M,300.9,310.7,1268,56.3,161,normal
3187,13185,L,302.28,310.64,1374,48.28,19,failure
3188,13309,L,301.71,310.75,1354,57.47,194,failure
3189,14738,H,303.36,311.79,1366,51.76,109,failure
3190,2372,M,299.3,308.5,1404,49.4,93,normal
3191,5181,L,304.0,313.1,1720,28.7,106,normal
3192,6486,L,300.5,309.8,1939,21.4,164,normal
3193,13525,L,299.0,310.4,1368,51.72,227,failure
3194,5162,L,304.2,313.3,1464,45.9,48,normal
3195,65,L,299.0,309.1,1394,45.1,179,normal
3196,9897,L,298.8,309.3,1357,47.1,176,normal
3197,5439,L,303.0,312.5,1626,30.5,87,normal
3198,18237,L,302.39,310.2,1353,50.5,35,failure
3199,910,L,295.5,306.0,1546,35.9,169,normal
3200,4915,H,303.5,312.3,1386,49.0,35,normal
3201,4343,L,301.7,309.8,1491,39.3,114,normal
3202,4318,L,301.5,310.1,1541,42.2,52,normal
3203,13778,L,302.19,311.28,1531,37.38,207,failure
3204,1635,L,297.8,307.8,1383,56.5,98,normal
3205,15332,M,302.2,310.6,1347,49.52,132,failure
3206,10823,L,302.28,311.45,1229,65.59,162,failure
3207,6897,L,301.0,311.6,1352,63.5,143,normal
3208,13239,L,298.69,308.74,1327,51.74,207,failure
3209,3063,L,300.0,309.1,1431,45.4,90,normal
3210,8587,M,297.4,307.9,1627,34.3,166,normal
3211,3574,L,301.7,310.6,1406,46.0,112,normal
